"","consumer","resource"
"1867",32,130
"1868",33,130
"1869",34,130
"1870",35,130
"1871",38,130
"1872",41,130
"1873",56,126
"1874",56,130
"1875",56,134
"1876",56,138
"1877",56,142
"1878",56,146
"1879",56,150
"1880",56,154
"1881",56,158
"1882",56,162
"1883",56,175
"1884",60,130
"1885",61,130
"1886",62,130
"1887",63,130
"1888",64,130
"1889",65,130
"1890",66,130
"1891",67,130
"1892",68,130
"1893",69,130
"1894",70,130
"1895",71,130
"1896",73,130
"1897",74,130
"1898",89,130
"1899",90,130
"1900",97,130
"1901",100,130
"1902",7,147
"1903",42,147
"1904",43,147
"1905",91,147
"1906",137,125
"1907",137,129
"1908",137,133
"1909",137,141
"1910",145,125
"1911",145,129
"1912",145,133
"1913",145,137
"1914",145,141
"1915",145,153
"1916",149,177
"1917",153,125
"1918",153,129
"1919",153,133
"1920",153,137
"1921",153,141
"1922",180,142
"1923",180,150
"1924",180,154
